
a2ps.rb                         :_: "Any-to-PostScript filter"

libdap.rb                       :_: "Framework for scientific data networking"

libdbi.rb                       :_: "Database-independent abstraction layer in C, similar to DBI/DBD in Perl"

libdc1394.rb                    :_: "Provides API for IEEE 1394 cameras"

libdca.rb                       :_: "Library for decoding DTS Coherent Acoustics streams"

libdiscid.rb                    :_: "C library for creating MusicBrainz and freedb disc IDs"

libdivecomputer.rb              :_: "Library for communication with various dive computers."

libdmtx.rb                      :_: "Data Matrix library"

libdnet.rb                      :_: "Portable low-level networking library"

libdrawtext.rb                  :_: "Library for anti-aliased text rendering in OpenGL"

libdshconfig.rb                 :_: "Distributed shell library"

libdsk.rb                       :_: "Library for accessing discs and disc image files"

libdv.rb                        :_: "Codec for DV video encoding format"

libdvbpsi.rb                    :_: "Library to decode/generate MPEG TS and DVB PSI tables"

libdvdcss.rb                    :_: "Access DVDs as block devices without the decryption"

libdvdnav.rb                    :_: "DVD navigation library"

libdvdread.rb                   :_: "C library for reading DVD-video images"

libebml.rb                      :_: "Sort of a sbinary version of XML"

libebur128.rb                   :_: "Library implementing the EBU R128 loudness standard"

libechonest.rb                  :_: "Qt library for communicating with The Echo Nest"

libelf.rb                       :_: "ELF object file access library"

libepoxy.rb                     :_: "Library for handling OpenGL function pointer management"

liberasurecode.rb               :_: "Erasure Code API library written in C with pluggable backends"

libestr.rb                      :_: "C library for string handling (and a bit more)"

libetonyek.rb                   :_: "Interpret and import Apple Keynote presentations"

libev.rb                        :_: "Asynchronous event library"

libevent.rb                     :_: "Asynchronous event library"

libewf.rb                       :_: "Library for support of the Expert Witness Compression Format"

libexif.rb                      :_: "EXIF parsing library"

libexosip.rb                    :_: "eXosip2 toolkit"

libextractor.rb                 :_: "Library to extract meta data from files"

libfabric.rb                    :_: "OpenFabrics libfabric"

libfaketime.rb                  :_: "Report faked system time to programs"

libffi.rb                       :_: "Portable Foreign Function Interface library"

libfishsound.rb                 :_: "Decode and encode audio data using the Xiph.org codecs"

libfixbuf.rb                    :_: "Implements the IPFIX Protocol as a C library"

libfixposix.rb                  :_: "Thin wrapper over POSIX syscalls"

libflowmanager.rb               :_: "Flow-based measurement tasks with packet-based inputs"

libforensic1394.rb              :_: "Live memory forensics over IEEE 1394 (\"FireWire\") interface"

libfreefare.rb                  :_: "API for MIFARE card manipulations"

libfreehand.rb                  :_: "Interpret and import Aldus/Macromedia/Adobe FreeHand documents"

libfreenect.rb                  :_: "Drivers and libraries for the Xbox Kinect device"

libftdi.rb                      :_: "Library to talk to FTDI chips"

libftdi0.rb                     :_: "Library to talk to FTDI chips"

libgadu.rb                      :_: "Library for ICQ instant messenger protocol"

libgaiagraphics.rb              :_: "Library supporting common-utility raster handling"

libgcrypt.rb                    :_: "Cryptographic library based on the code from GnuPG"

libgda.rb                       :_: "Provides unified data access to the GNOME project"

libgdata.rb                     :_: "GLib-based library for accessing online service APIs"

libgee.rb                       :_: "Collection library providing GObject-based interfaces"

libgeotiff.rb                   :_: "Library and tools for dealing with GeoTIFF"

libgetdata.rb                   :_: "Reference implementation of the Dirfile Standards"

libgfshare.rb                   :_: "Library for sharing secrets"

libghthash.rb                   :_: "Generic hash table for C++"

libgig.rb                       :_: "library for Gigasampler and DLS (Downloadable Sounds) Level 1/2 files"

libgit2-glib.rb                 :_: "Glib wrapper library around libgit2 git access library"

libgit2.rb                      :_: "C library of Git core methods that is re-entrant and linkable"

libglade.rb                     :_: "RAD tool to help build GTK+ interfaces"

libglademm.rb                   :_: "C++ wrapper around libglade"

libgnomecanvas.rb               :_: "Highlevel, structured graphics library"

libgnomecanvasmm.rb             :_: "C++ wrapper for libgnomecanvas"

libgpg-error.rb                 :_: "Common error values for all GnuPG components"

libgphoto2.rb                   :_: "Gphoto2 digital camera library"

libgraphqlparser.rb             :_: "GraphQL query parser in C++ with C and C++ APIs"

libgroove.rb                    :_: "Streaming audio processing library"

libgsf.rb                       :_: "I/O abstraction library for dealing with structured file formats"

libgsm.rb                       :_: "Lossy speech compression library"

libgtop.rb                      :_: "Library for portably obtaining information about processes"

libguess.rb                     :_: "Character set guessing library"

libgweather.rb                  :_: "GNOME library for weather, locations and timezones"

libgxps.rb                      :_: "GObject based library for handling and rendering XPS documents"

libharu.rb                      :_: "Library for generating PDF files"

libhdhomerun.rb                 :_: "C library for controlling SiliconDust HDHomeRun TV tuners"

libhid.rb                       :_: "Library to access and interact with USB HID devices"

libhttpserver.rb                :_: "C++ library of embedded Rest HTTP server"

libical-glib.rb                 :_: "Wrapper of libical with support of GObject Introspection"

libical.rb                      :_: "Implementation of iCalendar protocols and data formats"

libicns.rb                      :_: "Library for manipulation of the macOS .icns resource format"

libid3tag.rb                    :_: "ID3 tag manipulation library"

libident.rb                     :_: "Ident protocol library"

libidl.rb                       :_: "Library for creating CORBA IDL files"

libidn.rb                       :_: "International domain name library"

libilbc.rb                      :_: "Packaged version of iLBC codec from the WebRTC project"

libimobiledevice.rb             :_: "Library to communicate with iOS devices natively"

libinfinity.rb                  :_: "GObject-based C implementation of the Infinote protocol"

libiodbc.rb                     :_: "Database connectivity layer based on ODBC. (alternative to unixodbc)"

libiptcdata.rb                  :_: "Virtual package provided by libiptcdata0"

libiscsi.rb                     :_: "Client library and utilities for iscsi"

libjson-rpc-cpp.rb              :_: "C++ framework for json-rpc"

libkate.rb                      :_: "Overlay codec for multiplexed audio/video in Ogg"

libkml.rb                       :_: "Library to parse, generate and operate on KML"

libksba.rb                      :_: "X.509 and CMS library"

liblacewing.rb                  :_: "Cross-platform, high-level C/C++ networking library"

liblas.rb                       :_: "C/C++ library for reading and writing the LAS LiDAR format"

liblastfm.rb                    :_: "Libraries for Last.fm site services"

liblinear.rb                    :_: "Library for large linear classification"

liblo.rb                        :_: "Lightweight Open Sound Control implementation"

liblockfile.rb                  :_: "Library providing functions to lock standard mailboxes"

liblqr.rb                       :_: "C/C++ seam carving library"

libltc.rb                       :_: "POSIX-C Library for handling Linear/Logitudinal Time Code (LTC)"

liblunar.rb                     :_: "Lunar date calendar"

liblwgeom.rb                    :_: "Allows SpatiaLite to support ST_MakeValid() like PostGIS"

liblzf.rb                       :_: "Very small, very fast data compression library"

libmaa.rb                       :_: "Low-level data structures including hash tables, sets, lists"

libmagic.rb                     :_: "Implementation of the file(1) command"

libmatroska.rb                  :_: "Extensible, open standard container format for audio/video"

libmaxminddb.rb                 :_: "C library for the MaxMind DB file format"

libmemcached.rb                 :_: "C and C++ client library to the memcached server"

libmetalink.rb                  :_: "C library to parse Metalink XML files"

libmicrohttpd.rb                :_: "Light HTTP/1.1 server library"

libmikmod.rb                    :_: "Portable sound library"

libmill.rb                      :_: "Go-style concurrency in C"

libming.rb                      :_: "C library for generating Macromedia Flash files"

libmms.rb                       :_: "Library for parsing mms:// and mmsh:// network streams"

libmodbus.rb                    :_: "Portable modbus library"

libmodplug.rb                   :_: "Library from the Modplug-XMMS project"

libmongoclient.rb               :_: "C and C++ driver for MongoDB"

libmonome.rb                    :_: "Interact with monome devices via C, Python, or FFI"

libmowgli.rb                    :_: "Core framework for Atheme applications"

libmp3splt.rb                   :_: "Utility library to split mp3, ogg, and FLAC files"

libmpc.rb                       :_: "C library for the arithmetic of high precision complex numbers"

libmpd.rb                       :_: "Higher level access to MPD functions"

libmpdclient.rb                 :_: "Library for MPD in the C, C++, and Objective-C languages"

libmpeg2.rb                     :_: "Library to decode mpeg-2 and mpeg-1 video streams"

libmrss.rb                      :_: "C library for RSS files or streams"

libmspub.rb                     :_: "Interpret and import Microsoft Publisher content"

libmtp.rb                       :_: "Implementation of Microsoft's Media Transfer Protocol (MTP)"

libmusicbrainz.rb               :_: "MusicBrainz Client Library"

libmwaw.rb                      :_: "Library for converting legacy Mac document formats"

libmxml.rb                      :_: "Mini-XML library"

libnatpmp.rb                    :_: "NAT port mapping protocol library"

libnet.rb                       :_: "C library for creating IP packets"

libnfc.rb                       :_: "Low level NFC SDK and Programmers API"

libnfs.rb                       :_: "C client library for NFS"

libngspice.rb                   :_: "Spice circuit simulator as shared library"

libnice.rb                      :_: "GLib ICE implementation"

libnids.rb                      :_: "Implements E-component of network intrusion detection system"

libnotify.rb                    :_: "Library that sends desktop notifications to a notification daemon"

libntlm.rb                      :_: "Implements Microsoft's NTLM authentication"

libnxml.rb                      :_: "C library for parsing, writing, and creating XML files"

liboauth.rb                     :_: "C library for the OAuth Core RFC 5849 standard"

libodfgen.rb                    :_: "ODF export library for projects using librevenge"

libofx.rb                       :_: "Library to support OFX command responses"

libogg.rb                       :_: "Ogg Bitstream Library"

liboil.rb                       :_: "C library of simple functions optimized for various CPUs"

libopendkim.rb                  :_: "Implementation of Domain Keys Identified Mail authentication"

libopennet.rb                   :_: "open_net(), similar to open()"

liboping.rb                     :_: "C library to generate ICMP echo requests"

libopkele.rb                    :_: "C++ implementation of OpenID decentralized identity system"

libosinfo.rb                    :_: "The Operating System information database"

libosip.rb                      :_: "Implementation of the eXosip2 stack"

libotr.rb                       :_: "Off-The-Record (OTR) messaging library"

libowfat.rb                     :_: "Reimplements libdjb"

libp11.rb                       :_: "PKCS#11 wrapper library in C"

libpagemaker.rb                 :_: "Imports file format of Aldus/Adobe PageMaker documents"

libpano.rb                      :_: "Build panoramic images from a set of overlapping images"

libpcl.rb                       :_: "C library and API for coroutines"

libpeas.rb                      :_: "GObject plugin library"

libpgm.rb                       :_: "Implements the PGM reliable multicast protocol"

libphonenumber.rb               :_: "C++ Phone Number library by Google"

libplist.rb                     :_: "Library for Apple Binary- and XML-Property Lists"

libpng.rb                       :_: "Library for manipulating PNG images"

libpointing.rb                  :_: "Provides direct access to HID pointing devices"

libpoker-eval.rb                :_: "C library to evaluate poker hands"

libpqxx.rb                      :_: "C++ connector for PostgreSQL"

libprotoident.rb                :_: "Performs application layer protocol identification for flows"

libproxy.rb                     :_: "Library that provides automatic proxy configuration management"

libpst.rb                       :_: "Utilities for the PST file format"

libpuzzle.rb                    :_: "Library to find visually similar images"

libqalculate.rb                 :_: "Library for Qalculate! program"

libqglviewer.rb                 :_: "C++ Qt library to create OpenGL 3D viewers"

libquantum.rb                   :_: "C library for the simulation of quantum mechanics"

libquicktime.rb                 :_: "Library for reading and writing quicktime files"

libquvi.rb                      :_: "C library to parse flash media stream properties"

librasterlite.rb                :_: "Library to store and retrieve huge raster coverages"

libraw.rb                       :_: "Library for reading RAW files from digital photo cameras"

librcsc.rb                      :_: "RoboCup Soccer Simulator library"

librdkafka.rb                   :_: "The Apache Kafka C/C++ library"

libre.rb                        :_: "Toolkit library for asynchronous network I/O with protocol stacks"

libreadline-java.rb             :_: "Port of GNU readline for Java"

librem.rb                       :_: "Toolkit library for real-time audio and video processing"

libreplaygain.rb                :_: "Library to implement ReplayGain standard for audio"

libresample.rb                  :_: "Audio resampling C library"

libressl.rb                     :_: "Version of the SSL/TLS protocol forked from OpenSSL"

librest.rb                      :_: "Library to access RESTful web services"

librevenge.rb                   :_: "Base library for writing document import filters"

librsvg.rb                      :_: "Library to render SVG files using Cairo"

librsync.rb                     :_: "Library that implements the rsync remote-delta algorithm"

librtlsdr.rb                    :_: "Use Realtek DVT-T dongles as a cheap SDR"

libsamplerate.rb                :_: "Library for sample rate conversion of audio data"

libsass.rb                      :_: "C implementation of a Sass compiler"

libscrypt.rb                    :_: "Library for scrypt"

libsecret.rb                    :_: "Library for storing/retrieving passwords and other secrets"

libshout.rb                     :_: "Data and connectivity library for the icecast server"

libsigc++.rb                    :_: "Callback framework for C++"

libsigsegv.rb                   :_: "Library for handling page faults in user mode"

libslax.rb                      :_: "Implementation of the SLAX language (an XSLT alternative)"

libsmf.rb                       :_: "C library for handling SMF ('*.mid') files"

libsmi.rb                       :_: "Library to Access SMI MIB Information"

libsndfile.rb                   :_: "C library for files containing sampled sound"

libsodium.rb                    :_: "NaCl networking and cryptography library"

libsoundio.rb                   :_: "Cross-platform audio input and output"

libsoup.rb                      :_: "HTTP client/server library for GNOME"

libsoxr.rb                      :_: "High quality, one-dimensional sample-rate conversion library"

libspatialite.rb                :_: "Adds spatial SQL capabilities to SQLite"

libspectre.rb                   :_: "Small library for rendering Postscript documents"

libspiro.rb                     :_: "Library to simplify the drawing of curves"

libspnav.rb                     :_: "Client library for connecting to 3Dconnexion's 3D input devices"

libsquish.rb                    :_: "Library for compressing images with the DXT standard."

libssh.rb                       :_: "C library SSHv1/SSHv2 client and server protocols"

libssh2.rb                      :_: "C library implementing the SSH2 protocol"

libstatgrab.rb                  :_: "Provides cross-platform access to statistics about the system."

libstfl.rb                      :_: "Library implementing a curses-based widget set for terminals"

libstrophe.rb                   :_: "XMPP library for C"

libstxxl.rb                     :_: "C++ implementation of STL for extra large data sets"

libsvg-cairo.rb                 :_: "SVG rendering library using Cairo"

libsvg.rb                       :_: "Library for SVG files"

libsvm.rb                       :_: "Library for support vector machines"

libswiften.rb                   :_: "C++ library for implementing XMPP applications"

libtar.rb                       :_: "C library for manipulating POSIX tar files"

libtasn1.rb                     :_: "ASN.1 structure parser library"

libtecla.rb                     :_: "Command-line editing facilities similar to the tcsh shell"

libtermkey.rb                   :_: "Library for processing keyboard entry from the terminal"

libtess2.rb                     :_: "Refactored version of GLU tesselator"

libtextcat.rb                   :_: "N-gram-based text categorization library"

libtiff.rb                      :_: "TIFF library and utilities"

libtins.rb                      :_: "C++ network packet sniffing and crafting library"

libtommath.rb                   :_: "C library for number theoretic multiple-precision integers"

libtool.rb                      :_: "Generic library support script"

libtorrent-rasterbar.rb         :_: "C++ bittorrent library by Rasterbar Software"

libtrace.rb                     :_: "Library for trace processing supporting multiple inputs"

libu2f-host.rb                  :_: "Host-side of the Universal 2nd Factor (U2F) protocol"

libu2f-server.rb                :_: "Server-side of the Universal 2nd Factor (U2F) protocol"

libucl.rb                       :_: "Universal configuration library parser"

libuecc.rb                      :_: "Very small Elliptic Curve Cryptography library"

libuninameslist.rb              :_: "Library of Unicode names and annotation data"

libunistring.rb                 :_: "C string library for manipulating Unicode strings"

libunwind-headers.rb            :_: "C API for determining the call-chain of a program"

libupnp.rb                      :_: "Portable UPnP development kit"

libusb-compat.rb                :_: "Library for USB device access"

libusb.rb                       :_: "Library for USB device access"

libusrsctp.rb                   :_: "Portable SCTP userland stack"

libutf.rb                       :_: "Port of Plan 9's support library for UTF-8 and Unicode"

libuv.rb                        :_: "Multi-platform support library with a focus on asynchronous I/O"

libuvc.rb                       :_: "Cross-platform library for USB video devices"

libvbucket.rb                   :_: "Utility library providing mapping to virtual buckets"

libvidstab.rb                   :_: "Transcode video stabilization plugin"

libvirt.rb                      :_: "C virtualization API"

libvisio.rb                     :_: "Interpret and import Visio diagrams"

libvo-aacenc.rb                 :_: "VisualOn AAC encoder library"

libvoikko.rb                    :_: "Linguistic software and and Finnish dictionary"

libvorbis.rb                    :_: "Vorbis General Audio Compression Codec"

libvpx.rb                       :_: "VP8 video codec"

libvterm.rb                     :_: "C99 library which implements a VT220 or xterm terminal emulator."

libwandevent.rb                 :_: "API for developing event-driven programs"

libwbxml.rb                     :_: "Library and tools to parse and encode WBXML documents"

libwebm.rb                      :_: "WebM container"

libwebsockets.rb                :_: "C websockets server library"

libwmf.rb                       :_: "Library for converting WMF (Window Metafile Format) files"

libwpd.rb                       :_: "General purpose library for reading WordPerfect files"

libwpg.rb                       :_: "Library for reading and parsing Word Perfect Graphics format"

libwps.rb                       :_: "Library to import files in MS Works format"

libxc.rb                        :_: "Library of exchange and correlation functionals for codes"

libxdg-basedir.rb               :_: "C implementation of the XDG Base Directory specifications"

libxdiff.rb                     :_: "Implements diff functions for binary and text files"

libxmi.rb                       :_: "C/C++ function library for rasterizing 2D vector graphics"

libxml++.rb                     :_: "C++ wrapper for libxml"

libxml++3.rb                    :_: "C++ wrapper for libxml"

libxml2.rb                      :_: "GNOME XML library"

libxmlsec1.rb                   :_: "XML security library"

libxmp-lite.rb                  :_: "Lite libxmp"

libxmp.rb                       :_: "C library for playback of module music (MOD, S3M, IT, etc)"

libxslt.rb                      :_: "C XSLT library for GNOME"

libxspf.rb                      :_: "C++ library for XSPF playlist reading and writing"

libyaml.rb                      :_: "YAML Parser"

libyubikey.rb                   :_: "C library for manipulating Yubico one-time passwords"

libzdb.rb                       :_: "Database connection pool library"

libzip.rb                       :_: "C library for reading, creating, and modifying zip archives"

libzzip.rb                      :_: "Library providing read access on ZIP-archives"

lifelines.rb                    :_: "Text-based genealogy software"

lightning.rb                    :_: "Generates assembly language code at run-time"

lighttpd.rb                     :_: "Small memory footprint, flexible web-server"

lilv.rb                         :_: "C library to use LV2 plugins"

link-grammar.rb                 :_: "Carnegie Mellon University's link grammar parser"

linkerd.rb                      :_: "Drop-in RPC proxy designed for microservices"

linklint.rb                     :_: "Link checker and web site maintenance tool"

links.rb                        :_: "Lynx-like WWW browser that supports tables, menus, etc."

liquibase.rb                    :_: "Library for database change tracking"

liquidprompt.rb                 :_: "Adaptive prompt for bash and zsh shells"

liquigraph.rb                   :_: "Migration runner for Neo4j"

litmus.rb                       :_: "WebDAV server protocol compliance test suite"

little-cms.rb                   :_: "Version 1 of the Little CMS library"

little-cms2.rb                  :_: "Color management engine supporting ICC profiles"

livestreamer.rb                 :_: "pipes video from streaming services into a player such as VLC"

lldpd.rb                        :_: "Implementation of IEEE 802.1ab (LLDP)"

llnode.rb                       :_: "LLDB plugin for live/post-mortem debugging of node.js apps"

llvm.rb                         :_: "Next-gen compiler infrastructure"

lmdb.rb                         :_: "Lightning memory-mapped database: key-value data store"

lnav.rb                         :_: "Curses-based tool for viewing and analyzing log files"

locateme.rb                     :_: "Find your location using Apple's geolocation services"

lockrun.rb                      :_: "Run cron jobs with overrun protection"

log4c.rb                        :_: "Logging Framework for C"

log4cplus.rb                    :_: "Logging Framework for C++"

log4cpp.rb                      :_: "Configurable logging for C++"

log4cxx.rb                      :_: "Library of C++ classes for flexible logging"

log4shib.rb                     :_: "Forked version of log4cpp for the Shibboleth project"

logcheck.rb                     :_: "Mail anomalies in the system logfiles to the administrator"

logentries.rb                   :_: "Utility for access to logentries logging infrastructure"

logrotate.rb                    :_: "Rotates, compresses, and mails system logs"

logstalgia.rb                   :_: "Web server access log visualizer with retro style"

logstash.rb                     :_: "Tool for managing events and logs"

logtalk.rb                      :_: "Object-oriented logic programming language"

lolcode.rb                      :_: "Esoteric programming language"

lorem.rb                        :_: "Lorem Ipsum generator"

loudmouth.rb                    :_: "Lightweight C library for the Jabber protocol"

lout.rb                         :_: "Text formatting like TeX, but simpler"

lpc21isp.rb                     :_: "In-circuit programming (ISP) tool for several NXP microcontrollers"

lrdf.rb                         :_: "RDF library for accessing plugin metadata in the LADSPA plugin system"

lrzip.rb                        :_: "Compression program with a very high compression ratio"

lrzsz.rb                        :_: "Tools for zmodem/xmodem/ymodem file transfer"

lsdvd.rb                        :_: "Read the content info of a DVD"

lsh.rb                          :_: "GNU implementation of the Secure Shell (SSH) protocols"

lsyncd.rb                       :_: "Synchronize local directories with remote targets"

ltc-tools.rb                    :_: "Tools to deal with linear-timecode (LTC)"

ltl2ba.rb                       :_: "Translate LTL formulae to Buchi automata"

lua.rb                          :_: "Powerful, lightweight programming language"

lua51.rb                        :_: "Powerful, lightweight programming language (v5.1.5)"

luabind.rb                      :_: "Library for bindings between C++ and Lua"

luajit.rb                       :_: "Just-In-Time Compiler (JIT) for the Lua programming language"

luaradio.rb                     :_: "lightweight, embeddable flow graph signal processing framework for SDR"

luciddb.rb                      :_: "DBMS optimized for business intelligence"

lutok.rb                        :_: "Lightweight C++ API for Lua"

luvit.rb                        :_: "Asynchronous I/O for Lua"

lv.rb                           :_: "Powerful multi-lingual file viewer/grep"

lv2.rb                          :_: "Portable plugin standard for audio systems"

lwtools.rb                      :_: "Cross-development tools for Motorola 6809 and Hitachi 6309 microprocessors"

lxsplit.rb                      :_: "Tool for splitting or joining files"

lynis.rb                        :_: "Security and system auditing tool to harden systems"

lynx.rb                         :_: "Text-based web browser"

lysp.rb                         :_: "Small Lisp interpreter"

lz4.rb                          :_: "Lossless compression algorithm"

lzip.rb                         :_: "LZMA-based compression program similar to gzip or bzip2"

lzlib.rb                        :_: "Data compression library"

lzo.rb                          :_: "Real-time data compression library"

lzop.rb                         :_: "File compressor"

m-cli.rb                        :_: "Swiss Army Knife for macOS"

m2c.rb                          :_: "Modula-2 to C compiler"

mac-robber.rb                   :_: "Digital investigation tool"

mackup.rb                       :_: "Keep your Mac's application settings in sync"

macosvpn.rb                     :_: "Create Mac OS VPNs programmatically"

macvim.rb                       :_: "GUI for vim, made for macOS"

mad.rb                          :_: "MPEG audio decoder"

madplay.rb                      :_: "MPEG Audio Decoder"

mahout.rb                       :_: "Library to help build scalable machine learning libraries"

mailcheck.rb                    :_: "Check multiple mailboxes/maildirs for mail"

mailhog.rb                      :_: "Web and API based SMTP testing tool"

mailutils.rb                    :_: "Swiss Army knife of email handling"

mairix.rb                       :_: "Email index and search tool"

makedepend.rb                   :_: "Creates dependencies in makefiles"

makefile2graph.rb               :_: "Create a graph of dependencies from GNU-Make"

makeicns.rb                     :_: "Create icns files from the command-line"

makensis.rb                     :_: "System to create Windows installers"

makepkg.rb                      :_: "Compile and build packages suitable for installation with pacman"

makepp.rb                       :_: "Drop-in replacement for GNU make"

makeself.rb                     :_: "Make self-extractable archives on UNIX"

mal4s.rb                        :_: "Malicious host finder based on gource"

malaga.rb                       :_: "Grammar development environment for natural languages"

malbolge.rb                     :_: "Deliberately difficult to program esoteric programming language"

man2html.rb                     :_: "Convert nroff man pages to HTML"

mandoc.rb                       :_: "The mandoc UNIX manpage compiler toolset"

mapnik.rb                       :_: "Toolkit for developing mapping applications"

mapserver.rb                    :_: "Publish spatial data and interactive mapping apps to the web"

mariadb-connector-c.rb          :_: "MariaDB database connector for C applications"

mariadb.rb                      :_: "Drop-in replacement for MySQL"

markdown.rb                     :_: "Text-to-HTML conversion tool"

marst.rb                        :_: "Algol-to-C translator"

mas.rb                          :_: "Mac App Store command-line interface"

masscan.rb                      :_: "TCP port scanner, scans entire Internet in under 5 minutes"

mat.rb                          :_: "Metadata anonymization toolkit"

matlab2tikz.rb                  :_: "Convert MATLAB(R) figures into TikZ/Pgfplots figures"

maven-shell.rb                  :_: "Shell for Maven"

maven.rb                        :_: "Java-based project management"

mawk.rb                         :_: "Interpreter for the AWK Programming Language"

mbedtls.rb                      :_: "Cryptographic & SSL/TLS library"

mbelib.rb                       :_: "P25 Phase 1 and ProVoice vocoder"

mboxgrep.rb                     :_: "Scan a mailbox for messages matching a regular expression"

mcabber.rb                      :_: "Console Jabber client"

mcpp.rb                         :_: "Alternative C/C++ preprocessor"

mcrypt.rb                       :_: "Replacement for the old crypt package and crypt(1) command"

md.rb                           :_: "Process raw dependency files produced by cpp"

md5deep.rb                      :_: "Recursively compute digests on files/directories"

md5sha1sum.rb                   :_: "Hash utilities"

mda-lv2.rb                      :_: "LV2 port of the MDA plugins"

mdbtools.rb                     :_: "Tools to facilitate the use of Microsoft Access databases"

mdds.rb                         :_: "multi-dimensional data structure and indexing algorithm"

mdf2iso.rb                      :_: "Tool to convert MDF (Alcohol 120% images) images to ISO images"

mdk.rb                          :_: "GNU MIX development kit"

mdp.rb                          :_: "Command-line based markdown presentation tool"

mdr.rb                          :_: "Make diffs readable"

mdv.rb                          :_: "Styled terminal markdown viewer"

mdxmini.rb                      :_: "Plays music in X68000 MDX chiptune format"

mecab-ipadic.rb                 :_: "IPA dictionary compiled for MeCab"

mecab-jumandic.rb               :_: "See mecab"

mecab-ko-dic.rb                 :_: "See mecab"

mecab-ko.rb                     :_: "See mecab"

mecab-unidic.rb                 :_: "Morphological analyzer for MeCab"

mecab.rb                        :_: "Yet another part-of-speech and morphological analyzer"

media-info.rb                   :_: "Unified display of technical and tag data for audio/video"

mediaconch.rb                   :_: "Conformance checker and technical metadata reporter"

mediatomb.rb                    :_: "Open source (GPL) UPnP MediaServer"

megacmd.rb                      :_: "Command-line client for mega.co.nz storage service"

megatools.rb                    :_: "Command-line client for Mega.co.nz"

memcache-top.rb                 :_: "Grab real-time stats from memcache"

memcached.rb                    :_: "High performance, distributed memory object caching system"

memcacheq.rb                    :_: "Queue service for memcache"

memtester.rb                    :_: "Utility for testing the memory subsystem"

menhir.rb                       :_: "LR(1) parser generator for the OCaml programming language"

mercurial.rb                    :_: "Scalable distributed version control system"

mercury.rb                      :_: "Logic/functional programming language"

mergelog.rb                     :_: "Merges httpd logs from web servers behind round-robin DNS"

mergepbx.rb                     :_: "Merge XCode project files in git"

meson.rb                        :_: "Fast and user friendly build system"

mesos.rb                        :_: "Apache cluster manager"

metabase.rb                     :_: "Business intelligence report server"

metaproxy.rb                    :_: "Z39.50 proxy and router utilizing Yaz toolkit"

metashell.rb                    :_: "Metaprogramming shell for C++ templates"

mfcuk.rb                        :_: "MiFare Classic Universal toolKit"

mfoc.rb                         :_: "Implementation of 'offline nested' attack by Nethemba"

mftrace.rb                      :_: "Trace TeX bitmap font to PFA, PFB, or TTF font"

mg.rb                           :_: "Small Emacs-like editor"

mg3a.rb                         :_: "Small Emacs-like editor inspired by mg with UTF8 support"

mhash.rb                        :_: "Uniform interface to a large number of hash algorithms"

micro.rb                        :_: "Modern and intuitive terminal-based text editor"

micropython.rb                  :_: "Python implementation for microcontrollers and constrained systems"

midgard2.rb                     :_: "Generic content repository for web and desktop applications"

midicsv.rb                      :_: "Convert MIDI audio files to human-readable CSV format"

midnight-commander.rb           :_: "Terminal-based visual file manager"

mighttpd2.rb                    :_: "HTTP server"

mikmod.rb                       :_: "Portable tracked music player"

miller.rb                       :_: "Like sed, awk, cut, join & sort for name-indexed data such as CSV"

mimetic.rb                      :_: "C++ MIME library"

mimms.rb                        :_: "Mms stream downloader"

minbif.rb                       :_: "IRC-to-other-IM-networks gateway using Pidgin library"

minicom.rb                      :_: "Menu-driven communications program"

minidjvu.rb                     :_: "DjVu multipage encoder, single page encoder/decoder"

minidlna.rb                     :_: "Media server software, compliant with DLNA/UPnP-AV clients"

minimal-racket.rb               :_: "Modern programming language in the Lisp/Scheme family"

minimodem.rb                    :_: "General-purpose software audio FSK modem"

minio-mc.rb                     :_: "ls, cp, mkdir, diff and rsync for filesystems and object storage"

minio.rb                        :_: "Amazon S3 compatible object storage server"

minisat.rb                      :_: "Boolean satisfiability (SAT) problem solver"

minised.rb                      :_: "Smaller, cheaper, faster SED implementation"

minisign.rb                     :_: "Sign files & verify signatures. Works with signify in OpenBSD."

miniupnpc.rb                    :_: "UPnP IGD client library and daemon"

minizinc.rb                     :_: "Medium-level constraint modeling language"

minizip.rb                      :_: "C library for zip/unzip via zLib"

minuit2.rb                      :_: "Physics analysis tool for function minimization"

miruo.rb                        :_: "Pretty-print TCP session monitor/analyzer"

mit-scheme.rb                   :_: "MIT/GNU Scheme development tools and runtime library"

mitie.rb                        :_: "Library and tools for information extraction"

